2024-08-08 17:25:14,317 INFO    StreamThr :294444 [internal.py:wandb_internal():86] W&B internal server running at pid: 294444, started at: 2024-08-08 17:25:14.317613
2024-08-08 17:25:14,319 DEBUG   HandlerThread:294444 [handler.py:handle_request():146] handle_request: status
2024-08-08 17:25:14,319 INFO    WriterThread:294444 [datastore.py:open_for_write():85] open: /home/rwkv/JL/GMM/llama/wandb/run-20240808_172514-arubpqj9/run-arubpqj9.wandb
2024-08-08 17:25:14,319 DEBUG   SenderThread:294444 [sender.py:send():382] send: header
2024-08-08 17:25:14,346 DEBUG   SenderThread:294444 [sender.py:send():382] send: run
2024-08-08 17:25:14,601 INFO    SenderThread:294444 [dir_watcher.py:__init__():211] watching files in: /home/rwkv/JL/GMM/llama/wandb/run-20240808_172514-arubpqj9/files
2024-08-08 17:25:14,601 INFO    SenderThread:294444 [sender.py:_start_run_threads():1136] run started: arubpqj9 with start time 1723109114.317603
2024-08-08 17:25:14,607 DEBUG   HandlerThread:294444 [handler.py:handle_request():146] handle_request: check_version
2024-08-08 17:25:14,607 DEBUG   SenderThread:294444 [sender.py:send_request():409] send_request: check_version
2024-08-08 17:25:14,712 DEBUG   HandlerThread:294444 [handler.py:handle_request():146] handle_request: run_start
2024-08-08 17:25:14,721 DEBUG   HandlerThread:294444 [system_info.py:__init__():32] System info init
2024-08-08 17:25:14,721 DEBUG   HandlerThread:294444 [system_info.py:__init__():47] System info init done
2024-08-08 17:25:14,721 INFO    HandlerThread:294444 [system_monitor.py:start():194] Starting system monitor
2024-08-08 17:25:14,722 INFO    SystemMonitor:294444 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-08 17:25:14,722 INFO    SystemMonitor:294444 [interfaces.py:start():190] Started cpu monitoring
2024-08-08 17:25:14,722 INFO    HandlerThread:294444 [system_monitor.py:probe():214] Collecting system info
2024-08-08 17:25:14,722 INFO    SystemMonitor:294444 [interfaces.py:start():190] Started disk monitoring
2024-08-08 17:25:14,723 INFO    SystemMonitor:294444 [interfaces.py:start():190] Started gpu monitoring
2024-08-08 17:25:14,723 INFO    SystemMonitor:294444 [interfaces.py:start():190] Started memory monitoring
2024-08-08 17:25:14,723 INFO    SystemMonitor:294444 [interfaces.py:start():190] Started network monitoring
2024-08-08 17:25:14,729 DEBUG   HandlerThread:294444 [system_info.py:probe():196] Probing system
2024-08-08 17:25:14,730 DEBUG   HandlerThread:294444 [system_info.py:_probe_git():181] Probing git
2024-08-08 17:25:14,734 DEBUG   HandlerThread:294444 [system_info.py:_probe_git():189] Probing git done
2024-08-08 17:25:14,734 DEBUG   HandlerThread:294444 [system_info.py:probe():244] Probing system done
